c Esto es un archivo con instancias para grafos. 
p did 100 9077
e 62 18 39 71
e 59 22 77 11
e 26 58 35 38
e 68 47 64 98
e 4 35 3 9
e 52 78 35 90
e 53 38 21 23
e 24 67 5 52
e 87 1 12 54
e 86 12 32 85
e 64 85 35 17
e 34 39 76 32
e 12 67 52 33
e 12 25 27 10
e 80 10 26 23
e 48 42 36 75
e 49 83 49 70
e 26 4 99 82
e 31 53 35 5
e 18 84 85 95
e 100 39 72 58
e 19 33 47 50
e 85 72 28 17
e 92 86 13 72
e 20 55 5 18
e 58 10 54 61
e 62 21 19 96
e 87 93 11 48
e 79 70 40 6
e 84 56 87 22
e 91 1 34 73
e 66 64 33 31
e 93 35 74 40
e 54 74 72 12
e 17 61 30 88
e 96 9 7 38
e 51 83 46 39
e 13 22 44 31
e 37 5 26 49
e 96 23 73 84
e 82 96 24 73
e 83 58 85 62
e 69 32 10 3
e 59 47 78 45
e 69 74 70 55
e 64 86 64 59
e 65 52 19 63
e 1 98 45 60
e 26 19 19 52
e 87 67 100 5
e 52 18 73 58
e 19 60 96 11
e 69 34 40 25
e 51 36 10 8
e 5 49 2 9
e 95 13 19 7
e 45 77 80 96
e 49 27 18 76
e 34 100 15 0
e 93 40 50 65
e 8 91 51 62
e 73 68 19 76
e 22 29 40 58
e 32 65 40 14
e 91 35 47 61
e 20 1 34 59
e 98 59 48 4
e 89 76 60 93
e 100 50 50 69
e 16 64 52 88
e 40 66 21 63
e 32 48 0 0
e 8 98 0 98
e 41 8 18 68
e 44 40 75 75
e 23 18 72 30
e 65 86 29 82
e 44 32 72 2
e 37 52 41 43
e 94 31 46 52
e 30 35 85 89
e 43 64 64 73
e 79 97 92 76
e 22 25 28 75
e 95 64 75 78
e 13 4 91 87
e 32 63 28 39
e 56 51 68 42
e 94 36 92 55
e 63 16 77 67
e 98 92 33 96
e 27 29 11 55
e 35 56 66 98
e 29 76 0 63
e 43 95 100 79
e 53 26 80 89
e 71 69 43 91
e 89 47 11 32
e 25 23 67 16
e 96 38 15 97
e 15 72 8 95
e 81 63 57 56
e 68 24 29 60
e 78 7 72 97
e 53 70 81 0
e 98 42 81 70
e 44 1 49 31
e 23 27 23 43
e 33 28 46 5
e 51 53 38 63
e 96 67 5 24
e 95 16 53 14
e 89 10 48 46
e 30 84 49 96
e 35 46 92 50
e 32 57 39 91
e 35 30 49 69
e 41 80 0 80
e 74 81 79 27
e 83 3 10 45
e 2 41 38 31
e 20 95 79 69
e 77 37 22 66
e 89 69 19 73
e 89 59 10 23
e 4 98 42 30
e 45 29 56 46
e 40 80 2 0
e 9 34 47 33
e 54 44 10 37
e 7 54 44 40
e 4 19 94 97
e 38 19 31 56
e 100 29 21 84
e 88 20 30 88
e 29 44 3 74
e 13 90 7 9
e 22 93 7 70
e 40 66 24 12
e 9 42 58 16
e 33 46 16 90
e 17 18 54 84
e 75 78 33 53
e 43 13 87 86
e 22 87 63 63
e 46 8 21 1
e 38 13 84 23
e 55 24 91 81
e 52 60 76 86
e 100 97 76 72
e 12 28 54 91
e 31 88 37 13
e 43 59 68 14
e 69 53 14 40
e 28 86 74 59
e 24 65 50 23
e 92 24 52 94
e 79 18 41 45
e 32 75 61 88
e 13 15 96 83
e 54 87 87 4
e 60 71 99 44
e 54 57 53 36
e 26 75 19 95
e 46 49 25 78
e 29 79 8 66
e 60 46 84 41
e 7 82 25 1
e 58 69 81 36
e 17 64 94 41
e 4 80 30 29
e 5 40 34 23
e 14 50 85 33
e 74 19 83 40
e 28 91 72 11
e 11 31 63 23
e 19 53 43 31
e 70 49 47 47
e 22 21 28 34
e 42 60 74 7
e 96 93 73 78
e 43 36 68 13
e 61 11 72 55
e 31 12 43 28
e 92 56 19 87
e 89 57 6 50
e 100 55 97 45
e 37 40 29 28
e 13 58 92 86
e 52 32 74 87
e 34 42 95 30
e 62 50 10 79
e 29 82 8 58
e 17 87 14 88
e 56 2 97 26
e 99 37 48 66
e 46 11 84 17
e 27 71 50 66
e 38 22 91 79
e 96 73 86 85
e 3 92 25 49
e 88 7 98 34
e 58 59 3 17
e 97 40 11 100
e 75 12 35 31
e 65 28 45 88
e 98 27 54 11
e 92 55 1 29
e 23 86 55 12
e 18 20 28 31
e 90 58 79 96
e 19 75 28 61
e 50 27 78 7
e 90 51 29 32
e 63 43 82 39
e 7 98 77 2
e 95 4 31 4
e 44 76 63 76
e 31 41 41 86
e 67 25 35 77
e 3 24 79 58
e 51 98 84 76
e 5 45 83 87
e 60 76 51 24
e 74 26 15 13
e 92 56 83 28
e 46 89 95 15
e 24 14 33 73
e 60 94 95 86
e 3 56 47 8
e 33 98 34 1
e 32 22 99 82
e 79 22 94 37
e 73 47 19 72
e 93 74 21 52
e 19 83 72 28
e 11 15 35 4
e 49 28 54 14
e 58 26 36 78
e 99 97 30 85
e 9 12 18 2
e 53 40 100 29
e 96 7 59 52
e 12 88 42 24
e 69 16 98 53
e 31 57 10 6
e 60 62 19 48
e 100 5 90 83
e 82 27 5 98
e 97 12 99 90
e 37 59 5 85
e 17 4 14 61
e 26 62 96 77
e 42 36 56 44
e 59 20 9 45
e 85 56 20 73
e 45 75 31 63
e 2 18 85 50
e 91 69 97 93
e 51 77 70 30
e 16 56 57 28
e 54 23 38 59
e 71 59 11 43
e 75 32 66 74
e 51 78 34 90
e 34 11 52 92
e 88 38 34 41
e 45 36 12 48
e 79 57 39 57
e 34 88 87 45
e 84 16 86 87
e 17 73 56 11
e 91 29 56 59
e 10 28 27 53
e 32 95 100 85
e 22 92 34 43
e 62 55 58 83
e 61 75 25 41
e 37 16 4 35
e 42 80 98 22
e 88 35 27 2
e 18 81 3 19
e 100 66 78 74
e 9 15 56 4
e 42 39 15 37
e 43 57 75 96
e 73 65 7 49
e 4 71 24 19
e 99 71 2 41
e 30 50 84 85
e 42 15 21 93
e 43 26 83 56
e 87 82 16 18
e 87 52 26 27
e 52 41 36 41
e 69 49 32 51
e 65 93 99 31
e 1 45 85 37
e 2 81 27 68
e 12 36 14 34
e 92 14 42 84
e 63 76 51 27
e 28 79 0 74
e 56 18 75 64
e 6 26 85 38
e 13 15 56 92
e 20 15 32 57
e 33 25 43 81
e 45 25 6 55
e 72 67 86 49
e 5 62 96 21
e 42 25 72 96
e 57 70 7 28
e 11 1 24 63
e 29 69 27 60
e 100 55 70 56
e 29 25 44 52
e 75 41 29 49
e 47 33 62 75
e 20 18 9 37
e 90 23 53 11
e 50 16 56 66
e 8 88 5 82
e 15 69 65 83
e 29 87 12 6
e 5 89 4 98
e 9 64 84 87
e 6 63 98 34
e 94 26 82 4
e 71 45 43 37
e 65 92 16 73
e 100 85 23 22
e 21 80 64 85
e 66 2 9 85
e 84 22 40 88
e 1 15 78 76
e 1 41 47 41
e 99 94 38 18
e 92 90 62 51
e 11 39 10 66
e 51 82 55 89
e 59 71 60 15
e 67 76 10 22
e 54 37 76 33
e 61 72 16 14
e 88 81 81 89
e 21 19 59 39
e 63 31 53 9
e 75 93 44 94
e 54 21 31 91
e 50 71 51 19
e 77 40 0 81
e 16 92 35 41
e 85 4 30 25
e 83 86 59 32
e 95 37 56 1
e 77 41 73 49
e 21 36 12 85
e 28 27 10 29
e 95 10 48 6
e 8 17 84 69
e 12 34 8 10
e 72 92 53 42
e 31 35 77 47
e 14 23 83 2
e 65 88 55 50
e 95 31 91 70
e 40 5 75 3
e 52 84 45 22
e 78 70 24 71
e 35 37 23 100
e 60 24 71 56
e 51 53 52 38
e 3 42 63 73
e 31 34 67 99
e 23 62 26 74
e 69 53 0 32
e 29 45 5 50
e 32 87 62 9
e 45 49 61 67
e 16 78 2 38
e 27 39 10 46
e 67 75 3 6
e 2 71 61 37
e 78 25 11 17
e 42 15 65 100
e 99 11 6 33
e 79 49 62 84
e 100 20 24 4
e 53 2 3 81
e 64 54 60 37
e 42 10 99 21
e 21 46 37 89
e 31 68 98 5
e 77 3 91 62
e 42 30 21 56
e 41 32 16 81
e 89 11 49 52
e 9 10 68 75
e 70 5 89 43
e 66 5 74 87
e 47 79 15 9
e 49 64 54 54
e 78 26 2 64
e 79 60 91 38
e 18 69 71 85
e 38 8 49 90
e 8 88 91 68
e 97 36 5 61
e 66 98 3 6
e 88 26 26 50
e 63 65 66 83
e 45 62 98 14
e 48 87 80 83
e 25 2 69 4
e 22 37 47 67
e 9 97 36 41
e 66 58 79 6
e 98 89 25 90
e 43 22 75 43
e 1 46 10 94
e 55 89 28 66
e 50 16 100 77
e 61 86 3 84
e 34 44 54 59
e 42 44 47 53
e 41 38 19 97
e 60 93 67 25
e 63 42 88 86
e 37 6 26 31
e 66 26 45 34
e 22 72 60 78
e 65 95 16 39
e 96 16 11 22
e 85 88 51 74
e 68 34 85 83
e 35 24 11 25
e 22 30 77 83
e 72 41 79 96
e 65 42 43 91
e 59 24 12 32
e 71 1 50 11
e 80 97 31 24
e 5 88 6 25
e 71 10 33 98
e 34 22 90 6
e 42 84 43 89
e 38 30 48 71
e 97 44 17 14
e 4 54 38 34
e 40 96 33 43
e 71 13 35 52
e 94 65 83 20
e 66 99 31 78
e 30 39 69 14
e 80 41 100 61
e 35 54 91 47
e 7 23 24 77
e 27 10 58 77
e 22 59 44 53
e 68 27 48 41
e 97 84 80 18
e 30 25 78 11
e 66 65 32 58
e 13 94 21 99
e 8 51 79 35
e 29 67 39 48
e 60 95 59 60
e 78 51 12 96
e 38 46 41 75
e 80 88 12 96
e 71 8 95 23
e 82 20 8 50
e 92 97 50 54
e 26 68 76 37
e 31 21 84 37
e 68 89 92 58
e 92 3 40 25
e 7 63 25 70
e 38 20 96 21
e 57 95 37 18
e 55 2 74 84
e 61 6 92 89
e 84 13 96 44
e 20 17 55 80
e 30 81 11 33
e 44 70 97 66
e 7 77 66 81
e 81 94 87 54
e 44 85 93 89
e 13 54 67 70
e 86 48 8 51
e 92 90 42 63
e 7 57 43 8
e 55 100 87 67
e 39 23 27 19
e 69 93 82 96
e 9 14 97 56
e 72 59 81 80
e 10 81 32 62
e 28 95 60 8
e 31 51 98 21
e 68 71 100 44
e 48 79 0 38
e 83 23 92 47
e 45 41 55 54
e 84 61 43 90
e 69 57 27 51
e 29 57 51 19
e 92 35 63 62
e 40 89 25 35
e 68 56 0 14
e 68 18 63 1
e 66 37 60 32
e 69 67 15 41
e 23 22 35 77
e 36 10 98 19
e 6 64 66 68
e 22 27 42 13
e 2 26 26 47
e 23 17 52 78
e 31 2 77 14
e 23 89 61 66
e 82 96 38 47
e 1 18 5 19
e 75 5 59 38
e 99 79 32 85
e 39 78 32 53
e 13 47 62 86
e 23 45 72 1
e 70 35 27 8
e 11 81 31 8
e 5 90 68 13
e 82 33 9 33
e 62 94 7 19
e 15 79 62 68
e 39 88 12 72
e 88 6 70 35
e 64 67 12 1
e 100 52 47 80
e 30 68 42 33
e 79 50 73 26
e 95 69 4 29
e 96 84 75 100
e 20 35 51 23
e 10 71 10 36
e 91 3 38 67
e 61 7 60 9
e 40 59 3 77
e 20 18 52 63
e 5 93 77 55
e 53 33 17 23
e 53 84 45 71
e 31 67 95 73
e 43 92 52 70
e 61 26 13 77
e 46 14 20 8
e 62 51 74 70
e 62 68 79 84
e 76 40 68 87
e 49 58 85 35
e 87 63 23 55
e 34 8 20 20
e 75 6 90 50
e 24 39 46 33
e 29 14 38 93
e 71 78 38 86
e 65 56 77 0
e 20 43 39 53
e 54 38 76 49
e 91 33 75 98
e 99 93 80 21
e 96 79 58 84
e 83 65 41 36
e 79 92 93 44
e 33 38 40 74
e 6 9 67 35
e 76 78 86 27
e 27 29 69 46
e 26 87 21 18
e 74 12 60 43
e 41 59 95 25
e 22 45 81 9
e 30 32 12 27
e 74 40 92 34
e 42 75 19 52
e 69 8 1 4
e 74 98 85 99
e 91 3 99 47
e 63 21 66 81
e 26 47 78 20
e 48 37 100 43
e 57 23 22 2
e 43 41 61 60
e 35 97 3 89
e 97 69 99 60
e 80 30 91 41
e 60 45 51 39
e 45 58 93 20
e 10 66 89 17
e 100 23 21 94
e 54 15 16 13
e 5 62 24 28
e 36 91 88 85
e 66 83 15 46
e 15 77 65 15
e 15 36 11 54
e 83 93 75 72
e 37 72 94 98
e 6 56 13 72
e 44 40 90 58
e 39 22 8 5
e 96 99 40 7
e 11 53 60 12
e 99 33 93 96
e 6 92 75 44
e 29 4 19 16
e 46 33 91 71
e 97 23 8 9
e 52 64 60 14
e 42 74 20 66
e 99 45 45 90
e 11 78 99 24
e 38 1 43 84
e 4 86 85 46
e 90 47 88 11
e 21 2 59 12
e 4 47 76 14
e 72 87 44 100
e 50 94 45 11
e 21 54 13 34
e 13 40 1 31
e 34 59 95 65
e 97 58 81 65
e 9 5 3 93
e 36 74 99 97
e 41 88 70 98
e 32 66 31 32
e 56 21 71 4
e 87 50 80 99
e 42 11 19 90
e 87 5 70 82
e 75 69 41 99
e 40 9 58 11
e 19 47 47 82
e 81 26 49 29
e 79 62 79 71
e 59 97 57 88
e 91 41 27 65
e 17 80 18 26
e 83 65 34 71
e 28 70 2 48
e 73 100 34 1
e 9 27 22 58
e 4 82 31 30
e 19 9 67 59
e 48 81 50 70
e 50 19 67 78
e 47 24 13 29
e 27 12 18 64
e 98 81 88 56
e 79 83 41 31
e 96 7 14 49
e 78 90 42 55
e 50 82 27 100
e 64 56 35 84
e 32 49 74 72
e 47 64 6 65
e 6 31 87 6
e 4 21 58 98
e 7 4 85 27
e 85 8 13 70
e 41 78 55 91
e 78 47 12 16
e 2 93 29 75
e 79 81 89 85
e 58 28 29 68
e 76 48 92 3
e 62 14 85 94
e 68 14 41 75
e 94 93 3 65
e 80 49 93 12
e 63 23 61 75
e 1 9 22 78
e 91 48 20 83
e 66 56 13 69
e 48 21 72 89
e 45 61 61 84
e 85 94 29 38
e 97 18 13 33
e 49 76 91 30
e 96 8 6 36
e 59 23 6 36
e 19 68 20 6
e 13 86 63 41
e 32 81 34 7
e 12 84 94 12
e 59 92 62 37
